open,high,low,close,volume,prior_high,50ma,next_close
75.84,76.42,75.52,76.11,69567400,71.56,78774528.0,75.54
108.67,109.04,108.46,108.52,21984703,99.37,34072966.0,108.8
89.94,90.53,87.95,88.02,129697400,91.77,103663126.0,86.93
75.6,77.45,75.32,77.39,157644900,72.27,145910646.0,76.77
84.94,86.92,84.93,86.92,153346200,79.05,93364908.0,85.73
122.64,124.72,122.03,124.06,65270945,128.71,60990909.0,123.12
115.02,115.07,111.94,112.29,66333781,115.37,58771317.0,111.58
60.88,61.52,60.7,61.48,68695900,57.49,80607086.0,62.4
100.38,103.08,99.78,103.06,67649387,106.54,43285310.0,100.48
114.6,115.59,112.67,113.0,47023046,108.68,36736316.0,112.99
55.84,55.96,54.58,55.17,74534600,60.42,101180198.0,56.14
125.92,126.69,125.4,126.02,33667627,124.93,46291689.0,126.17
116.76,118.21,116.51,118.04,32203267,115.37,58125768.0,119.39
62.8,63.13,62.17,62.2,74708900,67.41,87264632.0,60.22
108.3,108.33,104.65,105.08,49650790,108.68,47305305.0,106.02
94.47,95.17,93.68,95.17,27582659,96.45,51693802.0,95.32
121.53,122.23,120.38,122.21,32483974,123.69,56093948.0,122.73
109.5,110.36,109.19,109.95,26195462,111.98,33182373.0,111.03
73.08,73.1,71.83,72.0,68812800,73.0,76983536.0,70.87
59.11,59.69,58.06,58.34,112538300,60.42,113191568.0,58.16
121.94,122.73,121.78,121.84,28368987,123.69,50696013.0,120.46
125.53,126.08,123.83,124.05,62014847,128.71,58426669.0,124.66
129.84,129.92,125.12,126.07,118923970,123.69,51015344.0,124.22
110.81,111.06,106.92,107.29,85010804,109.77,61816597.0,109.65
68.08,68.56,67.66,68.47,94170300,75.21,91997598.0,68.98
69.66,70.14,69.13,70.13,65506700,71.56,82491738.0,69.95
94.11,95.58,93.28,95.02,79833891,98.39,44872764.0,94.56
74.33,74.62,73.81,74.37,86393300,75.21,147665798.0,74.71
77.93,78.06,76.86,76.95,91070000,77.49,146046894.0,75.6
117.28,117.57,116.53,117.03,35652191,115.37,36107348.0,116.95
71.75,72.15,68.84,69.13,158951800,70.15,92875188.0,70.23
87.2,87.37,85.89,86.93,84580300,88.19,94792908.0,88.2
86.85,87.7,85.62,86.17,141005200,81.44,71411004.0,85.58
121.76,122.14,120.08,120.16,42090553,123.69,58795143.0,119.98
114.8,115.27,113.52,113.9,34562045,117.69,36863697.0,113.14
106.63,106.63,105.6,105.68,13596680,109.77,43416290.0,104.5
112.42,112.6,111.77,112.51,24607412,115.37,37319216.0,113.37
97.96,98.02,96.61,96.69,70838500,98.39,55195058.0,96.78
100.94,102.22,100.89,102.22,48060949,97.42,63570827.0,102.8
72.33,73.58,71.81,73.2,103152700,76.72,79304904.0,72.68
100.56,100.6,99.83,100.58,27408237,96.45,49412916.0,100.83
76.18,76.54,75.14,75.17,81587800,75.21,139786850.0,75.74
80.08,80.92,79.83,80.05,57574300,73.73,68604830.0,79.71
59.02,59.59,58.25,58.66,110759600,61.03,117350870.0,58.77
109.5,110.34,107.95,108.08,53323105,116.52,43301261.0,108.92
65.44,65.93,65.17,65.64,118230700,72.27,151181016.0,66.26
107.28,108.2,106.52,107.81,42364328,108.68,31029383.0,104.98
80.74,81.25,80.73,81.12,55410600,79.05,96888148.0,81.24
72.36,72.75,72.02,72.65,49831600,74.46,84421862.0,71.84
72.16,72.7,71.62,71.91,76464500,74.46,89303746.0,71.11
70.96,71.24,68.98,68.98,179305000,79.84,169436456.0,69.01
79.93,79.98,78.35,79.08,134017100,80.63,187144580.0,78.46
73.99,74.32,72.95,73.08,74942000,73.0,82393178.0,72.76
105.8,105.86,102.59,102.74,60013996,108.68,48075023.0,101.95
53.68,53.8,52.59,52.91,91931000,60.42,111577718.0,52.34
82.49,83.21,82.39,83.16,63633500,79.05,91720594.0,84.7
115.62,117.56,115.2,117.4,51227334,115.37,60429940.0,116.4
84.79,85.31,84.16,84.24,97259400,89.07,113730176.0,82.67
81.39,82.68,81.32,82.31,79438800,81.44,67993590.0,82.32
107.76,108.84,106.92,108.42,48856977,113.1,63603235.0,107.91
88.21,88.35,87.64,88.18,66854200,88.19,95807264.0,88.01
70.76,71.82,70.67,71.8,51542400,73.73,70434294.0,70.87
102.43,102.81,101.42,102.45,40654793,97.42,62999930.0,103.43
124.36,126.37,122.26,125.93,91287529,128.71,58530734.0,124.05
113.27,113.41,111.87,112.97,36003185,115.37,37187417.0,114.04
104.63,107.05,104.53,106.37,30931243,109.77,43030878.0,104.98
68.92,70.22,68.3,70.09,156421300,71.56,158822160.0,69.09
116.16,116.22,114.32,114.79,34852374,120.05,45616528.0,113.75
106.24,106.78,104.53,106.74,63929100,113.1,63176752.0,107.52
106.05,108.18,105.53,108.11,53796409,108.68,49737329.0,108.67
121.24,121.94,120.55,121.85,41440538,126.18,44147353.0,121.8
87.64,87.76,86.62,86.75,75674900,88.19,94733058.0,86.93
87.77,89.32,87.76,88.56,49589000,89.96,69787886.0,89.12
79.0,79.17,78.28,78.84,104732600,76.72,109781126.0,79.88
70.82,71.74,70.72,71.42,72227400,74.46,89148402.0,70.68
107.32,107.81,104.08,105.71,51175504,117.69,39837572.0,107.11
97.24,98.05,96.35,96.75,77376525,98.39,57364049.0,96.47
109.26,110.37,108.65,110.35,53164407,107.61,59045071.0,109.84
96.82,96.9,95.22,96.39,49739377,103.41,43347103.0,97.78
88.52,89.58,88.18,89.25,149590000,89.07,101358782.0,90.34
126.7,126.97,125.96,126.17,30983542,124.93,46157167.0,125.44
109.3,109.57,107.83,108.23,29881477,109.77,48632155.0,106.17
91.46,91.78,91.01,91.73,93375800,89.07,101805228.0,91.75
118.54,120.59,118.39,119.97,47572869,123.69,59970094.0,119.02
94.39,94.4,93.47,94.0,27705210,100.37,41698616.0,94.53
89.06,90.71,89.06,89.57,44392765,109.77,38785300.0,92.9
92.93,94.73,92.03,94.25,45964294,98.39,50038545.0,95.01
92.64,92.94,91.48,92.44,40351381,94.55,52157980.0,95.05
74.38,75.55,74.04,75.51,86879100,75.21,153197744.0,74.32
124.2,125.05,123.65,125.05,48948419,115.37,56452165.0,128.43
73.75,74.04,72.34,72.75,78442000,75.21,89496218.0,71.91
74.75,75.03,73.74,74.97,108845100,75.21,151634588.0,74.45
77.03,77.24,76.49,76.83,97829900,77.49,145859868.0,76.95
114.43,116.15,114.13,115.46,36235956,115.37,35249814.0,115.71
73.6,73.81,70.27,70.59,264036500,82.26,130837994.0,71.82
74.22,74.3,72.66,72.76,106684900,75.21,77280798.0,73.89
88.24,88.56,87.9,88.01,50701700,88.19,95014276.0,86.75
74.55,74.77,73.31,73.49,107338700,75.21,80022502.0,74.08
86.88,87.8,86.59,87.74,106070300,89.07,108002160.0,87.14
97.66,98.08,96.08,96.32,38020494,100.37,40168182.0,96.44
104.94,104.96,102.91,103.39,33816556,99.37,35703496.0,104.68
86.92,87.57,85.79,86.33,125995800,89.07,98014840.0,87.53
66.69,66.81,65.55,66.66,89881400,68.09,83925352.0,67.72
108.84,108.87,106.57,107.91,46765550,113.1,63866184.0,106.66
86.78,88.2,86.6,87.78,83870500,87.32,71707986.0,88.13
73.06,73.29,71.79,71.98,119084000,79.84,171089674.0,71.06
122.28,123.38,121.9,123.07,43988946,126.18,46247810.0,123.73
96.19,96.81,95.72,96.32,52612800,94.55,46231564.0,96.32
90.95,91.44,90.3,90.9,36436000,89.96,61743380.0,90.56
82.67,83.69,82.56,83.6,58052400,81.44,67742528.0,85.17
91.24,92.02,90.82,91.93,36585000,94.55,51007084.0,91.91
108.53,110.25,108.11,108.84,30836997,117.69,37884020.0,110.41
69.55,73.07,69.49,73.03,157776500,79.84,171576566.0,72.47
78.46,79.01,78.07,78.72,77856800,80.63,107845276.0,78.97
57.48,59.5,57.22,59.05,196379400,67.41,155925980.0,60.16
86.55,87.67,86.5,87.65,64029000,89.96,70217778.0,88.56
60.27,60.32,59.52,59.69,82809300,61.64,133286748.0,58.45
113.77,114.35,113.42,114.04,31073984,115.37,37291053.0,112.13
124.53,125.07,123.69,124.92,37816283,128.71,57860878.0,124.12
108.4,108.63,106.72,107.35,44462449,108.68,62167887.0,108.96
75.74,75.75,74.51,74.61,83205500,71.56,78719578.0,75.02
70.43,70.62,69.22,70.12,66622500,73.73,65114098.0,70.26
92.25,92.29,90.56,90.84,45477900,89.96,58835314.0,90.32
95.2,96.42,95.12,96.28,69274700,94.55,46434848.0,96.32
78.88,80.19,78.86,79.96,151782400,78.26,146801452.0,80.36
103.73,104.5,103.16,103.93,26132955,96.45,45273851.0,103.46
92.44,93.16,90.99,92.2,68531478,109.77,36955675.0,92.1
92.03,92.08,90.54,91.08,46622188,100.37,42148796.0,92.61
103.03,105.65,102.74,105.24,53411773,109.77,53338948.0,108.35
90.56,90.8,88.22,88.71,57298000,91.77,57743156.0,89.99
108.45,111.21,107.95,110.82,48967763,108.68,60382357.0,110.81
116.67,117.12,114.79,115.19,32482528,120.05,47973806.0,116.29
123.8,124.11,122.67,122.91,44066841,126.18,47221685.0,120.75
60.61,61.45,60.19,61.25,118149500,57.49,118966316.0,60.71
57.27,57.44,56.15,56.48,89611900,61.64,128926896.0,55.88
93.61,94.66,93.38,94.53,30949090,100.37,41756966.0,94.94
91.84,92.04,90.69,91.09,39958000,94.55,55799304.0,90.64
96.37,97.95,96.3,97.76,38918997,100.37,36565794.0,97.75
123.24,124.36,123.07,124.29,44891737,115.37,56645624.0,124.04
85.22,85.74,84.92,84.95,78870400,81.44,68880546.0,86.5
124.3,124.44,123.26,123.31,36886246,128.71,46012433.0,123.07
98.51,98.55,97.88,98.16,44567000,94.55,46657344.0,98.93
